"collection_id","reference","player_name","team_name","card_type","card_sub_type","season","image_url","is_rookie_card","rarity","serial_number","numbering","base_card_id","is_variant","variants"
"9","196","Gabriel Suazo","Toulouse FC","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","197","Cristian Cásseres Jr.","Toulouse FC","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","198","Aron Dønnum","Toulouse FC","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","199","Guillaume Restes","Toulouse FC","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","200","Rasmus Nicolaisen","Toulouse FC","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","201","Myron Boadu  ","AS Monaco  ","Spéciale","Breakthrough","2023/24","","FALSE  ","Unique","","1/1","","FALSE",""
"9","202","Bilal Boutobba  ","Clermont Foot 63  ","Spéciale","Breakthrough","2023/24","","TRUE  ","Unique","","1/1","","FALSE",""
"9","203","Formose Mendy  ","FC Lorient  ","Spéciale","Breakthrough","2023/24","","FALSE  ","Unique","","1/1","","FALSE",""
"9","204","Benjamin Tetteh  ","FC Metz  ","Spéciale","Breakthrough","2023/24","","TRUE  ","Unique","","1/1","","FALSE",""
"9","205","Marquinos  ","FC Nantes  ","Spéciale","Breakthrough","2023/24","","FALSE  ","Unique","","1/1","","FALSE",""
"9","206","Nabil Alioui  ","Havre AC  ","Spéciale","Breakthrough","2023/24","","TRUE  ","Unique","","1/1","","FALSE",""
"9","207","Hákon Arnar Haraldsson  ","LOSC Lille  ","Spéciale","Breakthrough","2023/24","","FALSE  ","Unique","","1/1","","FALSE",""
"9","208","Joris Chotard  ","Montpellier Hérault SC  ","Spéciale","Breakthrough","2023/24","","FALSE  ","Unique","","1/1","","FALSE",""
"9","209","Marcin Bułka  ","OGC Nice  ","Spéciale","Breakthrough","2023/24","","FALSE  ","Unique","","1/1","","FALSE",""
"9","210","Ismaïla Sarr  ","Olympique de Marseille  ","Spéciale","Breakthrough","2023/24","","FALSE  ","Unique","","1/1","","FALSE",""
"9","211","Johann Lepenant  ","Olympique Lyonnais  ","Spéciale","Breakthrough","2023/24","","FALSE  ","Unique","","1/1","","FALSE",""
"9","212","Warren Zaïre-Emery  ","Paris Saint-Germain  ","Spéciale","Breakthrough","2023/24","","FALSE  ","Unique","","1/1","","FALSE",""
"9","213","Morgan Guilavogui  ","RC Lens  ","Spéciale","Breakthrough","2023/24","","TRUE  ","Unique","","1/1","","FALSE",""
"9","214","Dilane Bakwa  ","RC Strasbourg Alsace  ","Spéciale","Breakthrough","2023/24","","TRUE  ","Unique","","1/1","","FALSE",""
"9","215","Mahdi Camara  ","Stade Brestois 29  ","Spéciale","Breakthrough","2023/24","","TRUE  ","Unique","","1/1","","FALSE",""
"9","216","Reda Khadra  ","Stade de Reims  ","Spéciale","Breakthrough","2023/24","","TRUE  ","Unique","","1/1","","FALSE",""
"9","217","Arnaud Kalimuendo  ","Stade Rennais FC  ","Spéciale","Breakthrough","2023/24","","FALSE  ","Unique","","1/1","","FALSE",""
"9","218","Thijs Dallinga  ","Toulouse FC  ","Spéciale","Breakthrough","2023/24","","FALSE  ","Unique","","1/1","","FALSE",""
"9","219","Habib Diarra  ","RC Strasbourg Alsace  ","Spéciale","Breakthrough","2023/24","","FALSE  ","Unique","","1/1","","FALSE",""
"9","220","Maxence Caqueret  ","Olympique Lyonnais  ","Spéciale","Breakthrough","2023/24","","FALSE  ","Unique","","1/1","","FALSE",""
"9","221","Teddy Teuma  ","Stade de Reims  ","Spéciale","Breakthrough","2023/24","","TRUE  ","Unique","","1/1","","FALSE",""
"9","222","Désiré Doué  ","Stade Rennais FC  ","Spéciale","Breakthrough","2023/24","","FALSE  ","Unique","","1/1","","FALSE",""
